ID,GENDER,Poste 1,Entreprise 1,Duree 1,Poste 2,Entreprise 2,Duree 2,Poste 3,Entreprise 3,Duree 3,Poste 4,Entreprise 4,Duree 4,Poste 5,Entreprise 5,Duree 5,Poste 6,Entreprise 6,Duree 6,Poste 7,Entreprise 7,Duree 7,Poste 8,Entreprise 8,Duree 8,Poste 9,Entreprise 9,Duree 9,Poste 10,Entreprise 10,Duree 10,Ecole 1,Diplome 1,Domaine 1,Ecole 2,Diplome 2,Domaine 2,Ecole 3,Diplome 3,Domaine 3,Ecole 4,Diplome 4,Domaine 4,Ecole 5,Diplome 5,Domaine 5,Ecole 6,Diplome 6,Domaine 6,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill 13,Skill 14,Skill 15,Skill 16,Skill 17,Skill 18,Skill 19,Skill 20,Skill 21,Skill 22,Skill 23,Skill 24,Skill 25
13,male,Analytical Scientist,GALDERMA R&D ,none,"• Manage the design, development, and implementation of MS experiments to support drug discovery projects,
and characterize small molecules and their metabolites
➢ Quantification of small molecules and identification of their metabolites in a screening mode
•  Present  data  to  scientific  collaborators  and  cross-functional  project  teams;  and  present  data/posters  to
external research or scientific community.
• Participate within cross-functional teams, and provide technical leadership in the area of mass spectrometry.",Bioanalysis Technician and HQ technician,none,,,,,,,,,,,,,,,,,,,,,,,,,University Nice Sophia Antipolis  -  Sophia Antipolis (06),DEUST,analytical chemistry,University Nice Sophia Antipolis  -  Sophia Antipolis (06),licence,NA,,,,,,,,,,,,,BIOANALYSIS,IMAGING,SPECTROMETRY,ABSORPTION,,,,,,,,,,,,,,,,,,,,,
14,male,Financial Software Developer,Finteach ,9,GitHub -,mai 2016,1,,,,,,,,,,,,,,,,,,,,,,,,,"Paris-Dauphine University  -  Paris, FR",M.S.,Res,"Paris-Dauphine University  -  Paris, FR",B.S.,Business Informatics,"Paris-Dauphine University  -  Paris, FR",economics and managment,NA,,,,,,,,,,JAVA,AFTER EFFECTS,AWS,C++,,,,,,,,,,,,,,,,,,,,,
15,male,Chief AI Officer,Deepiks -,12,Intern as Data Scientist,Deepiks -,5,,,,,,,,,,,,,,,,,,,,,,,,,University of Paris  -  Saclay (91),Master's,Machine Learning,,,,,,,,,,,,,,,,AWS,Neural Network,Amazon Elastic Compute Cloud,EC2,JAVA,Python,NLP,CHATBOT,IMAGE PROCESSING,Lambda,deep learning,,,,,,,,,,,,,,
ID,GENDER,Poste 1,Entreprise 1,Duree 1,Poste 2,Entreprise 2,Duree 2,Poste 3,Entreprise 3,Duree 3,Poste 4,Entreprise 4,Duree 4,Poste 5,Entreprise 5,Duree 5,Poste 6,Entreprise 6,Duree 6,Poste 7,Entreprise 7,Duree 7,Poste 8,Entreprise 8,Duree 8,Poste 9,Entreprise 9,Duree 9,Poste 10,Entreprise 10,Duree 10,Ecole 1,Diplome 1,Domaine 1,Ecole 2,Diplome 2,Domaine 2,Ecole 3,Diplome 3,Domaine 3,Ecole 4,Diplome 4,Domaine 4,Ecole 5,Diplome 5,Domaine 5,Ecole 6,Diplome 6,Domaine 6,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill 13,Skill 14,Skill 15,Skill 16,Skill 17,Skill 18,Skill 19,Skill 20,Skill 21,Skill 22,Skill 23,Skill 24,Skill 25
1,male,Ingénieur Sécurité,Telindus France,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECE Paris- Paris (75),ingénieur,Réseaux et Télécommunications,,,,,,,,,,,,,,,,Firewalling,VPN,Load Balancing,Proxy,Reverse Proxy,Sécurité Web,Sécurité Mail,IPS/IDS,Sandboxing,Architecture réseaux,Protocole TCP/IP,Routage,DNS,DHCP,POP3,SMTP,FTP,TFTP,SNMP,Windows,Linux,,,,
2,male,Assistant trader desk trésorerie et funding long terme,LA BANQUE POSTALE ,7,Chef de projet,ECE Paris,13,Assistant broker,O.T.C EXOTICS,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excel,VBA,Access,,,,,,,,,,,,,,,,,,,,,,
3,male,Développeur,CORWAVE,25,Développeur,Thales,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matlab,C,C++,C#,Delphi,SQL,php,,,,,,,,,,,,,,,,,,
4,male,Assistant Manager,TICO,5,Bénévole au sein de l’équipe du Ministre de l’environnement du Maroc,COP 22,2,Ingénieur Energétique,ENGIE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gestion de projets,reporting,supply chain management,,,,,,,,,,,,,,,,,,,,,,
5,male,Développeur Web,ANDREW JOSEPH-LOKEL,16,Chef de projet,SOGETI,10,Responsable,SOGETI,10,Pilote Validation,AKKA Technologies,24,,,,,,,,,,,,,,,,,,,University of California Irivine,global business management,NA,,,,,,,,,,,,,,,,Pack microsoft office,matlab,vba,,,,,,,,,,,,,,,,,,,,,,
6,male,Chef de Projet adjoint,SNCF,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECE Paris - Paris (75),Ingénieur,Réseau et Télécommunication,,,,,,,,,,,,,,,,DÉPLOIEMENT,GSM,IP,FTTH,GSMR,C,C++,gestion de projets,Java,,,,,,,,,,,,,,,,
7,male,Data Scientist,Carrefour,11,Data Scientist,EY,7,Statisticien ,SUEZ,5,,,,,,,,,,,,,,,,,,,,,,ECE Paris - Paris (75),Ingénieur,système information ,Stanford University ,Master spécialisé,Machine Learning and Neural Network,Université Pierre et Marie Curie - Paris (75),Master 2,statistique pour data science ,Université Pierre et Marie Curie - Paris (75),Master 1,mathématiques et statistiques ,,,,,,,SR,Java,BigData,Matlab,SQL,Algorithmes,Statistics,Django,,,,,,,,,,,,,,,,,
8,male,Développeur informatique,AUBAY,4,Développeur application ,CSC ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AngularJS,Data Mining,,,,,,,,,,,,,,,,,,,,,,,
9,male,Consultant Blockchain,Sopra Steria,5,développeur logiciel,Thales Air Systems,7,,,,,,,,,,,,,,,,,,,,,,,,,ESSEC BUSINESS SCHOOL / TELECOM PARISTECH - Paris (75),Master Spécialisé,Management de Projets,,,,,,,,,,,,,,,,gestion de projets,développement web,planification,développementjava,Microsoft Office,Project Portfolio Management,Innovation Strategy,supply chain,management d'équipe,,,,,,,,,,,,,,,,
10,male,Ingénieur logiciel embarqué,Airbus,42,Ingénieur logiciel embarqué,Thales,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,management de projet,,,,,,,,,,,,,,,,,,,,,,,
11,male,Ingénieur Etudes,ALTEN SIR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECE Paris - Paris (75),Ingénieur,Ingénierie Financière,,,,,,,,,,,,,,,,Microsoft Office,C,C++,vba,Word,excel,,,,,,,,,,,,,,,,,,,
12,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,C#,,,,,,,,,,,,,,,,,,,,,,,
13,male,Responsable d'Affaires,Getelec Guyane,8,Ingénieur en énergétique,Institut National de l'Energie Solaire (INES),6,Ingénieur Qualification,Watts Electronics,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,Bénévole Chargé de Mission,Fuuta santé,8,Business developer,Sénégal Benchmark,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,GENDER,Poste 1,Entreprise 1,Duree 1,Poste 2,Entreprise 2,Duree 2,Poste 3,Entreprise 3,Duree 3,Poste 4,Entreprise 4,Duree 4,Poste 5,Entreprise 5,Duree 5,Poste 6,Entreprise 6,Duree 6,Poste 7,Entreprise 7,Duree 7,Poste 8,Entreprise 8,Duree 8,Poste 9,Entreprise 9,Duree 9,Poste 10,Entreprise 10,Duree 10,Ecole 1,Diplome 1,Domaine 1,Ecole 2,Diplome 2,Domaine 2,Ecole 3,Diplome 3,Domaine 3,Ecole 4,Diplome 4,Domaine 4,Ecole 5,Diplome 5,Domaine 5,Ecole 6,Diplome 6,Domaine 6,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill 13,Skill 14,Skill 15,Skill 16,Skill 17,Skill 18,Skill 19,Skill 20,Skill 21,Skill 22,Skill 23,Skill 24,Skill 25
1,male,Ingénieur Sécurité,Telindus France,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECE Paris- Paris (75),ingénieur,Réseaux et Télécommunications,,,,,,,,,,,,,,,,Firewalling,VPN,Load Balancing,Proxy,Reverse Proxy,Sécurité Web,Sécurité Mail,IPS/IDS,Sandboxing,Architecture réseaux,Protocole TCP/IP,Routage,DNS,DHCP,POP3,SMTP,FTP,TFTP,SNMP,Windows,Linux,,,,
ID,GENDER,Poste 1,Entreprise 1,Duree 1,Poste 2,Entreprise 2,Duree 2,Poste 3,Entreprise 3,Duree 3,Poste 4,Entreprise 4,Duree 4,Poste 5,Entreprise 5,Duree 5,Poste 6,Entreprise 6,Duree 6,Poste 7,Entreprise 7,Duree 7,Poste 8,Entreprise 8,Duree 8,Poste 9,Entreprise 9,Duree 9,Poste 10,Entreprise 10,Duree 10,Ecole 1,Diplome 1,Domaine 1,Ecole 2,Diplome 2,Domaine 2,Ecole 3,Diplome 3,Domaine 3,Ecole 4,Diplome 4,Domaine 4,Ecole 5,Diplome 5,Domaine 5,Ecole 6,Diplome 6,Domaine 6,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill 13,Skill 14,Skill 15,Skill 16,Skill 17,Skill 18,Skill 19,Skill 20,Skill 21,Skill 22,Skill 23,Skill 24,Skill 25
1,male,Ingénieur Sécurité,Telindus France,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECE Paris- Paris (75),ingénieur,Réseaux et Télécommunications,,,,,,,,,,,,,,,,Firewalling,VPN,Load Balancing,Proxy,Reverse Proxy,Sécurité Web,Sécurité Mail,IPS/IDS,Sandboxing,Architecture réseaux,Protocole TCP/IP,Routage,DNS,DHCP,POP3,SMTP,FTP,TFTP,SNMP,Windows,Linux,,,,
2,male,Assistant trader desk trésorerie et funding long terme,LA BANQUE POSTALE ,7,Chef de projet,ECE Paris,13,Assistant broker,O.T.C EXOTICS,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excel,VBA,Access,,,,,,,,,,,,,,,,,,,,,,
2,male,Assistant trader desk trésorerie et funding long terme,LA BANQUE POSTALE ,7,Chef de projet,ECE Paris,13,Assistant broker,O.T.C EXOTICS,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Excel,VBA,Access,,,,,,,,,,,,,,,,,,,,,,
3,male,Développeur,CORWAVE,25,Développeur,Thales,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matlab,C,C++,C#,Delphi,SQL,php,,,,,,,,,,,,,,,,,,
3,male,Développeur,CORWAVE,25,Développeur,Thales,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matlab,C,C++,C#,Delphi,SQL,php,,,,,,,,,,,,,,,,,,
4,male,Assistant Manager,TICO,5,Bénévole au sein de l’équipe du Ministre de l’environnement du Maroc,COP 22,2,Ingénieur Energétique,ENGIE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gestion de projets,reporting,supply chain management,,,,,,,,,,,,,,,,,,,,,,
4,male,Assistant Manager,TICO,5,Bénévole au sein de l’équipe du Ministre de l’environnement du Maroc,COP 22,2,Ingénieur Energétique,ENGIE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gestion de projets,reporting,supply chain management,,,,,,,,,,,,,,,,,,,,,,
5,male,Développeur Web,ANDREW JOSEPH-LOKEL,16,Chef de projet,SOGETI,10,Responsable,SOGETI,10,Pilote Validation,AKKA Technologies,24,,,,,,,,,,,,,,,,,,,University of California Irivine,global business management,NA,,,,,,,,,,,,,,,,Pack microsoft office,matlab,vba,,,,,,,,,,,,,,,,,,,,,,
5,male,Développeur Web,ANDREW JOSEPH-LOKEL,16,Chef de projet,SOGETI,10,Responsable,SOGETI,10,Pilote Validation,AKKA Technologies,24,,,,,,,,,,,,,,,,,,,University of California Irivine,global business management,NA,,,,,,,,,,,,,,,,Pack microsoft office,matlab,vba,,,,,,,,,,,,,,,,,,,,,,
6,male,Chef de Projet adjoint,SNCF,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECE Paris - Paris (75),Ingénieur,Réseau et Télécommunication,,,,,,,,,,,,,,,,DÉPLOIEMENT,GSM,IP,FTTH,GSMR,C,C++,gestion de projets,Java,,,,,,,,,,,,,,,,
6,male,Chef de Projet adjoint,SNCF,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECE Paris - Paris (75),Ingénieur,Réseau et Télécommunication,,,,,,,,,,,,,,,,DÉPLOIEMENT,GSM,IP,FTTH,GSMR,C,C++,gestion de projets,Java,,,,,,,,,,,,,,,,
7,male,Data Scientist,Carrefour,11,Data Scientist,EY,7,Statisticien ,SUEZ,5,,,,,,,,,,,,,,,,,,,,,,ECE Paris - Paris (75),Ingénieur,système information ,Stanford University ,Master spécialisé,Machine Learning and Neural Network,Université Pierre et Marie Curie - Paris (75),Master 2,statistique pour data science ,Université Pierre et Marie Curie - Paris (75),Master 1,mathématiques et statistiques ,,,,,,,SR,Java,BigData,Matlab,SQL,Algorithmes,Statistics,Django,,,,,,,,,,,,,,,,,
7,male,Data Scientist,Carrefour,11,Data Scientist,EY,7,Statisticien ,SUEZ,5,,,,,,,,,,,,,,,,,,,,,,ECE Paris - Paris (75),Ingénieur,système information ,Stanford University ,Master spécialisé,Machine Learning and Neural Network,Université Pierre et Marie Curie - Paris (75),Master 2,statistique pour data science ,Université Pierre et Marie Curie - Paris (75),Master 1,mathématiques et statistiques ,,,,,,,SR,Java,BigData,Matlab,SQL,Algorithmes,Statistics,Django,,,,,,,,,,,,,,,,,
8,male,Développeur informatique,AUBAY,4,Développeur application ,CSC ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AngularJS,Data Mining,,,,,,,,,,,,,,,,,,,,,,,
8,male,Développeur informatique,AUBAY,4,Développeur application ,CSC ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AngularJS,Data Mining,,,,,,,,,,,,,,,,,,,,,,,
